Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
경기도 김포시 고촌읍 태리 313-2,3460,126.7458757,37.60509972,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74551616387396,37.604756844994],[126.74570946949211,37.605248262357094],[126.74582595039081,37.6055443516298],[126.74614908408147,37.60545728674851],[126.74623675070727,37.605433663491304],[126.74622170286617,37.60539639342837],[126.74604865387344,37.60496775601936],[126.7459219734143,37.60465395860492],[126.74551616387396,37.604756844994]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 262,6188,126.7515221,37.60307398,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.75139202750854,37.603634983075885],[126.75146075525335,37.60362504673275],[126.75149300518308,37.60358512052424],[126.75153782871153,37.60353401273881],[126.75164782874376,37.60342072210418],[126.75166728790724,37.603385751189975],[126.7517210138354,37.60327319727551],[126.75185607505804,37.60301392852296],[126.75190547640187,37.60288047162511],[126.75190758869594,37.60281767773331],[126.75197442943484,37.602663850467295],[126.75200698369511,37.602563108550115],[126.7518541732021,37.602488472512285],[126.75165876189385,37.60239322175683],[126.75162843877136,37.6024362154339],[126.75160356208363,37.60248614016797],[126.75155852263565,37.60254444636782],[126.75152096732465,37.60260987714076],[126.7514468563278,37.60271945960047],[126.75138903579699,37.60279336165866],[126.7513524777294,37.602834828400226],[126.75130121627171,37.60290800551161],[126.75120925151845,37.60308355581181],[126.75119569394857,37.603134918998094],[126.75117646960751,37.603174115933385],[126.75115975913424,37.60325728605519],[126.7511489162043,37.60329945598005],[126.751130702082,37.60333793426508],[126.75109597938773,37.603406064834154],[126.75108557612202,37.60343867628012],[126.75108039339283,37.6034848135121],[126.7510932306657,37.60355040511188],[126.75108148577678,37.603594735468015],[126.75106527355751,37.60367785256862],[126.7510462082979,37.60368980416256],[126.75103194530452,37.603688044010475],[126.75102756434774,37.60368755719305],[126.75101496373787,37.60372026307547],[126.75106355550223,37.60372754701358],[126.75113534372244,37.60371679746228],[126.75135703065285,37.60363959400346],[126.75139202750854,37.603634983075885]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 168-3,3669,126.7503309,37.58931732,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.750434140789,37.58969896228926],[126.75051133533299,37.58965559998575],[126.75063389726624,37.5895620321948],[126.75060834356191,37.58923120907379],[126.75059198327514,37.58904556282184],[126.75030782902007,37.58899120580807],[126.75015572062128,37.58890170271908],[126.74991628912507,37.588965396664626],[126.74982540008043,37.58900724276403],[126.74977800709,37.58908393246986],[126.74989479166376,37.58918632589322],[126.74998836104716,37.589266568625675],[126.750105823572,37.589366179245694],[126.75017798181281,37.58942651856081],[126.75032435628715,37.589581790165475],[126.750434140789,37.58969896228926]]]]}",187135255,12730,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 491-1,3422,126.7356529,37.59330918,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.73530807874037,37.59366325937333],[126.73594592390482,37.59376256984278],[126.73593833497755,37.593747344194426],[126.73584597009331,37.59352843199984],[126.73583191572709,37.59348455858717],[126.7358192860104,37.59334571587576],[126.73581173510924,37.59315101470188],[126.73580575186055,37.59289756401479],[126.7357969756528,37.592732232080785],[126.73578785263409,37.59258483791318],[126.73578237610838,37.59247869890902],[126.73577536398457,37.592495549506765],[126.73558260993633,37.59297447386785],[126.73530807874037,37.59366325937333]]]]}",187135255,12826,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 989,1874,126.7554324,37.5843221,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.75587530579172,37.58465842530497],[126.7558288531803,37.58460672930107],[126.75578477671819,37.58454858718196],[126.75576426033076,37.58452152397289],[126.75553473974458,37.584297088421515],[126.75535674377205,37.58409362665358],[126.75525158234417,37.58394104196186],[126.75514099555824,37.58399199609413],[126.75512583604468,37.58399542423133],[126.75502383355783,37.5840180782523],[126.75506722676482,37.58405654174897],[126.75514791115747,37.58416777442766],[126.75521080554773,37.584269924055775],[126.75525676833522,37.584253595016],[126.7553220373859,37.5843463702976],[126.75550007426277,37.58461668518039],[126.75553892176043,37.584632983839775],[126.75587530579172,37.58465842530497]]]]}",187135255,12818,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 34,4919,126.7525549,37.60330382,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.75259624193552,37.60393752846447],[126.75267025794663,37.60386992179189],[126.75268235599717,37.60382469104232],[126.75268468848684,37.60376360046343],[126.75270488957415,37.60363835268299],[126.75271761701006,37.60352653177371],[126.75273911147171,37.60348895212915],[126.7527553943012,37.6034486765736],[126.7527636373604,37.603408212884794],[126.75277752965977,37.60334784041772],[126.7527918695125,37.60328909065675],[126.75281944459473,37.603190428307194],[126.75283250332822,37.60307085964037],[126.7528390253183,37.6029996778834],[126.75286821369583,37.60294362629691],[126.75293982459398,37.60283610993646],[126.75290969550036,37.60281755835196],[126.7527124985366,37.602754569704125],[126.75254848563769,37.602704174363375],[126.75248885660184,37.60278078509945],[126.75246172278547,37.60284890506133],[126.75241410140497,37.60295488603807],[126.7523673152981,37.60310239495868],[126.75233259085081,37.60318160795527],[126.75229386247955,37.60335776701871],[126.75224790770619,37.60359537570243],[126.75223978884614,37.60363925433248],[126.75223107779563,37.60366376062706],[126.75218649187349,37.603715049373285],[126.75213815941623,37.603752184790245],[126.75217443229425,37.60380974398986],[126.75231755612673,37.603767709188176],[126.75258282189559,37.60384589746148],[126.75254707855001,37.60390798973038],[126.75259624193552,37.60393752846447]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 792-1,681,126.7499315,37.58979553,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.75022627323548,37.589811529068555],[126.75011835975313,37.58977435899677],[126.75000273821033,37.58973647864601],[126.74988179892672,37.589717687680064],[126.74986934849889,37.58971643580161],[126.74955140826013,37.58970177431714],[126.74928532481368,37.58968708764843],[126.74917040804631,37.58968208484863],[126.74918988356146,37.58968514477359],[126.7494685490554,37.58972919452175],[126.7499538622074,37.58979956041342],[126.75005101556731,37.5898243912794],[126.75010187206709,37.589855817768786],[126.75013346941961,37.58987706716735],[126.75037608929793,37.59004131919591],[126.75027489238114,37.589882062380646],[126.75023092129354,37.589813151722474],[126.75022627323548,37.589811529068555]]]]}",187135255,12730,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 225,1309,126.7497211,37.59885796,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74977594055608,37.599164934111755],[126.74980323082411,37.599158261984115],[126.74989582323627,37.599118672077054],[126.74995107336045,37.59910486968647],[126.74993576103333,37.59905180528992],[126.74986476699317,37.59896588052507],[126.74983499559573,37.59889561258142],[126.74981560340716,37.59882003295404],[126.74979644324966,37.59877642964555],[126.74976254033426,37.59870571138955],[126.74972430234956,37.59858067271813],[126.74969289674108,37.598514915165005],[126.74968954704603,37.59849748303824],[126.74949814665146,37.59851624740324],[126.74958467200786,37.59875785908532],[126.74965183393162,37.59896595792127],[126.7497054616811,37.59909081320659],[126.74975522355476,37.59916998947801],[126.74977594055608,37.599164934111755]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 529-3,3650,126.7298763,37.59426196,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.73044821868824,37.594420808361],[126.72956257702498,37.59384642255975],[126.72930358312442,37.59410199267551],[126.73019182339318,37.594675115986014],[126.73044821868824,37.594420808361]]]]}",187135255,12826,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 33-2,4370,126.7529418,37.60348934,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.75274952038481,37.60402918403838],[126.75284826912372,37.60403644681176],[126.75291994774312,37.60402461476799],[126.75302697041894,37.60402637180788],[126.75305878583676,37.604014744059214],[126.75308944558299,37.603969227988784],[126.75310826320353,37.60381370428157],[126.75312051955753,37.603679907421736],[126.75314308833846,37.6035473575931],[126.75317773765072,37.603354269253565],[126.75317550181137,37.60321947783405],[126.7531525374919,37.603065686159184],[126.75317058686348,37.602957201006895],[126.75316659547248,37.60291107140273],[126.75293982459398,37.60283610993646],[126.75286821369583,37.60294362629691],[126.7528390253183,37.6029996778834],[126.75283250332822,37.60307085964037],[126.75281944459473,37.603190428307194],[126.7527918695125,37.60328909065675],[126.75277752965977,37.60334784041772],[126.7527636373604,37.603408212884794],[126.7527553943012,37.6034486765736],[126.75273911147171,37.60348895212915],[126.75271761701006,37.60352653177371],[126.75270488957415,37.60363835268299],[126.75268468848684,37.60376360046343],[126.75268235599717,37.60382469104232],[126.75267025794663,37.60386992179189],[126.75259624193552,37.60393752846447],[126.75274952038481,37.60402918403838]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
